Campaign,Project,Item,ItemId,Asset,AssetId,AssetStatus,DownloadUrl,Transcription,Tags
"""This Hell-upon-earth of a Prison"": Samuel J. Gibson's Andersonville Diary",Diary and a letter,"Samuel J. Gibson diary and correspondence, 1864., Diary, 1864",mss52410001,mss52410001-11,218826,completed,http://tile.loc.gov/image-services/iiif/service:mss:mss5241:01:011/full/pct:50/0/default.jpg,"January, MONDAY, 4. 1864.

Plymouth N.C. This morning gloomy
& threatens rain.  There is nothing new
to record to day.  Enlisting in the Vol
Vetern Corps still goes on.  I hardly
know what to do for the best; I am
tired of soldiering & would like to return 
to private life.  I believe at least a majority 
of the 103rd will reenlist.

TUESDAY, 5.

Plymouth N.C. this morning
gloomy & wet.  this is the 5th
of Jan. the last ""day of grace allowed
for reenlisting.  I feel better since
I got ""off the fence.""  I may rue that
I did not reenlist, but, I will not 
sell myself for $400.00 to shield
lazy lousy, Shirkers at home.

WEDNESDAY, 6.

Plymouth N.C. This morning cold-
spend part of the day at regimental
Head Quarters.  Visit Regimental Hospital, 
there is nothing of interest
to note to day, recruiting in the
Volunteer Vetern Corps. still goes on
I would like to have a furlough, but
I will not reenlist for one, there
was a small mail this morning.

January, THURSDAY, 7. 1864.

Plymouth, N.C. This morning succeeds 
a stormy night rain sleet & 
snow. to day I am detailed for
duty Corp of Provost Guard. there is 
nothing new to report to day.  there are
5 prisoners in jail; one Negro, on suspicion 
of murder, one political prisoner
& three soldiers for misconduct. ""Hilerno""

FRIDAY, 8.

Plymouth N.C. This morning succeeds 
another cold & stormy night.
Still on Provost Guard till relieved
by new guard at 9 A.M. the ground
is covered with a sheet of ice, and
it is both difficult & disagreeable getting 
about.  this day one year ago, I took shipping 
at Norfolk Va. for Beaufort N.C.

SATURDAY, 9.

Plymouth N.C. This morning more
pleasant.  Still quite cold, & the ground
is all covered with a sheet of ice. there 
is nothing new to record to day.
all is quiet, write a letter to Father
P.M. attended the Funeral of W. W. Cochran
member of Co. C 103rd P.V. who died in hos
of Chronic Diarhoea. evening a boat
arrives bringing a much wished for 
mail.",Co C 103rd Pennsylvania Volunteers; William W Cochran
"""This Hell-upon-earth of a Prison"": Samuel J. Gibson's Andersonville Diary",Diary and a letter,"Samuel J. Gibson diary and correspondence, 1864., Diary, 1864",mss52410001,mss52410001-12,218827,completed,http://tile.loc.gov/image-services/iiif/service:mss:mss5241:01:012/full/pct:50/0/default.jpg,"January. SUNDAY,10. 1864. 
Plymouth N.C. This morning cold 
but pleaasant. first thing in order 
is Sunday Morning Inspection to 
day the Rev. Mr. Rowley the future 
Chaplain of the 103rd P.V. was introduced 
to sa. regt. to day.  I am detailed 
for duty. Corp of Provost Guard. there 
is nothing new to record. Mail goes out today.
MONDAY, 11.
Plymouth N.C. This morning cold and 
ground hard frozen. but morning pleasant. 
relieved from Provost guard at 
9 A.M. feel rathe unwell to day. This 
P.M. there was a review of the 
Veterns of the 103rd 101st & 85th N.Y. Inf. 
there was a ""Right Smart"" show of 
Strength. Still I could only be a spectator.
TUESDAY, 12.
Plymouth N.C This morning 
cold damp and chilly, there is 
nothing new to record to day. 
Morning went to Picket line 
to Market. To day we draw our 
outfit of clothing for Jan 1864 
the examination of men for
the vteran volunteer service 
is in progress to day.
WEDNESDAY, 13. 1864.
Plymouth N. C. This day damp and 
disagreeable; Spend most of the day 
in writing, making out a new requisition 
for clothing for Co.B. 103rd 
also; in making out the enlisting 
papers of the Vetern volunteers of 
Co.B. 103rd 36 in number. to day Co. 
B's Photograph was taken, but not good.
THURSDAY, 14.
Plymouth N.C. This morning 
rainy & disagreeable. Glad that 
I am not on duty although 
this day was my turn for duty. 
but I am exempt being considered 
upon daily duty settling 
up the old accts of Co B. 103rd P.V. 
This the night of singing attendance sm.all.
FRIDAY, 15.
Plymouth N.C. this morning more 
cheerful & the sun shines out bright 
& warm for the first time in many 
days. I am very busy to day making 
out invoices of ordnance & Ordnance 
stores & receipts of clothing, camp & 
Garrison equipage. All is quiet to 
day. this night again the night 
for singing.",103rd Pennsylvania Company B; 85th New York Infantry; Singing
"""This Hell-upon-earth of a Prison"": Samuel J. Gibson's Andersonville Diary",Diary and a letter,"Samuel J. Gibson diary and correspondence, 1864., Diary, 1864",mss52410001,mss52410001-13,218828,completed,http://tile.loc.gov/image-services/iiif/service:mss:mss5241:01:013/full/pct:50/0/default.jpg,"January, SATURDAY, 16. 1864.
Plymouth, N.C. This morning cold but
pleasant. there is nothing interesting to
record to day. the absorbing topic of the
day is ""re-enlistment in the Vol. Vetern
Corps. I have been engaged nearly all
day with the pen, settling Company
accounts. I am Glad I did not reenlist
Evening pleasant. No mail yet.
SUNDAY, 17.
Plymouth, N.C.  This morning pleasant.
Nothing unusual. Sunday
morning Inspection first thing
in order, then Go on duty Corpl
Provost, Guard there is nothing
worth recording to day, there is a funeral
of one of the 2nd N.C. Vols to
day. evening pleasant,
MONDAY, 18.
Plymouth N.C. this morning
very rainy & disagreeable. Still
on duty Corpl. of Provost Guard,
relieved at 9 A.M. and spend the
balance of the Making out the
""Muster out"" and ""Muster in"" rolls
of Co. B.s Vetern Volunteers 103rd
P.V. I am tired of writing so much
when it is the duty of another,

January, TUESDAY, 19. 1864.
Plymouth N.C. This morning, cold
with High wind; Was engaged
nearly all day in making out the
""Muster Out."" & ""Muster In"" rolls of
the Veterns of Co. B. 103rd P.r. five of the
former & four of the latter, & yet I am
not sure that it is not all lost labor,
There: I hear the whistle of the long expected
mail boat.
WEDNESDAY, 20.
Plymouth N.C. This morning pleasant
by the arrival last night I am in receipt
of a letter ""Uxoris"". the mustering officer
is here. to day to Muster int U.S. service
the Vetern Vols. of Co. B. 103. I may regret
that I have not re-enlisted, but as yet I
am glad I did not.  There is already much
dissatisfaction.  Write a letter ""Uxoris""
THURSDAY, 21.
Plymouth N.C. This morning pleasant
again I am busy with the pen
all day. I fill up 26 blank Descriptive,
and 29 blank Discharge
papers, I would not want the regt.
to reenlist very often if it always 
causes so much trouble. the expedition
that went out last night returned
to day; they had a brisk skirmish
at Hartsville, One man killed",Uxoris - wife; 2nd North Carolina Volunteers
"""This Hell-upon-earth of a Prison"": Samuel J. Gibson's Andersonville Diary",Diary and a letter,"Samuel J. Gibson diary and correspondence, 1864., Diary, 1864",mss52410001,mss52410001-14,218829,completed,http://tile.loc.gov/image-services/iiif/service:mss:mss5241:01:014/full/pct:50/0/default.jpg,"January, FRIDAY, 22. 1864

Plymouth, N.C. This morning clear
all is quiet as usual.  I am engaged 
to day settling the accounts, and 
filling blank discharges of the 
Veterns of Co. B. 103rd PV. I am tired
of this business. This evening I attended
a concert of the  ""Le yric"" Club.
I think it might safely be called a ""bore""

SATURDAY, 23.

Plymouth, N.C. This morning pleasant.
all things about in ""Status 
quo""  Today I am engaged as usual
with the pen settling up the
accounts of Co. B 103rd.  I am glad
the company is not reenlisting
everyday,  if I have the settlements
to make.  Evening Mail but little news.

SUNDAY, 24.

Plymouth N.C. This morning
pleasant, as usual Sunday 
morning first thing in order
then attend preaching by the 
chaplain of the 103rd P.V. the 
forms according to the Episcopal 
Church, rather much formality
I think, this evening the 15th & 16th regts 
Connecticut troops arrive to relieve 
the veterans.

January, MONDAY, 25.   1864.

Plymouth N.C. This Morning pleasant 
& day fine & warm.  I am still
engaged in posting up accounts for 
Co. B. I am in hopes I will soon be
through, the 15th & 16th regt. Conn. Vols
have arrived here to take the place of 
the Veteran troops soon to go home.  I
would like to go too, but, 3 years seems long!

TUESDAY, 26.

Plymouth N.C. This morning pleasant &
day fine all remains quiet in this
department. the most absorbing topic
is Re-enlistment; I would like to Re-enlist
but, I think there are others who
have never tried their hands who have
as a good a right to come out as I have, & I do
not like to substitute myself for them. 

Wednesday, 27.

Plymouth N.C. This morning pleasant.
& day very warm for this season
of the year. This morning visited the
camps of the 15th & 16th Regts, Conn
Vols. P.M. Get a picture taken
cost. $1,00 Evening the Expedition. returned
bringing in a large lot of
cattle, Sheep & &,  by the late arrival
we have a small mail,",15th - 16th Connecticut Regiment
"""This Hell-upon-earth of a Prison"": Samuel J. Gibson's Andersonville Diary",Diary and a letter,"Samuel J. Gibson diary and correspondence, 1864., Diary, 1864",mss52410001,mss52410001-15,218830,completed,http://tile.loc.gov/image-services/iiif/service:mss:mss5241:01:015/full/pct:50/0/default.jpg,"January,      THURSDAY, 28.        1864.
Plymouth N.C. This morning pleasant 
and day immoderately warm 
for this season of the year. This is 
the day for Artillery practice upon 
the forts, the atmosphere is very 
dense, & the Echo. comes reverberating 
back with deafening effect, almost 
as loud as first report. No news.
Friday, 29.
Plymouth N.C. This morning pleasant, 
to day I have not much to do, everything 
is quiet, take a long walk to the camp 
of the 15 & 16th Conn. Vols. evening there is 
a grand concert in the M.E. Church for the 
benefit of the N.C. Soldiers wives, there is a very 
large congregation at 8 P.M. comes a detail for an 
expedition to go to Windsor, Burtie Co NC
Saturday, 30
Plymouth N.C. This morning I am detailed 
as Corpl of Provost Guard. My first duty was 
to Escort 4 Prisoners from Jail to Head quarters 
& thence to camp. all goes well till about 2 P.M. 
when there was an alarm of fire, and it 
was discovered that the quarters of the 12th N.Y. 
Cavalry, were on fire, the fire was in dangerous 
Proximity to the Magazine but, skill & bravery saved
all but three houses. Evening the expedition returned 
with 4 Soldiers & 5 Rebel citizens prisoners of war, 

January, SUNDAY, 31. 1864.
Plymouth N.C. This morning gloomy & foggy. 
Still on duty as Corpl of Provost Guard. the late 
fire rendered it necessary to be more than usually, 
watchful, but no further damage need now 
be apprehended. When I ought to have been relieved 
I am again detailed as Corpl of guard to remove the 
prisoners taken yesterday to Newberne N.C. there are 
4 soldiers & 5 Civillians. at dark anchor at Roanoke Isl.
February.  MONDAY, 1.
On board the transport. Eagle at anchor 
Near Roanoke Island N.C. Morn. 
weigh Anchor at 3 A.M. but soon have to cast 
again on account of fog. again at 8 A.M. get 
under weigh, day pleasant & every thing goes on 
well. but our craft is slow and we do not arrive 
at Newberne till 10 P.M. do not come to land. Our 
outposts are all driven in & desultory cannonading 
goes on.
TUESDAY, 2.
On Board the Steamer Eagle. at Anchor in 
Newberne Harbour N. C. at 8 A.M. the writer 
and his guard of two men conduct the 9 prisoners under our 
charge to the provost Marshals Office.  glad to get 
rid of them, everything is excitement the, guards 
about Newberne have been relieved by the Fireman
& citizens & all available men sent to the front,
 this morn about 2 AM. a party of about 300 Rebs boarded 
the Gunboat Underwriter & after making most of the 
crew, prisoners fired her & blew her up.  Treachery on board",Bertie County; Windsor; Bertie County; Gunboat Underwriter; Windsor
"""This Hell-upon-earth of a Prison"": Samuel J. Gibson's Andersonville Diary",Diary and a letter,"Samuel J. Gibson diary and correspondence, 1864., Diary, 1864",mss52410001,mss52410001-16,218831,completed,http://tile.loc.gov/image-services/iiif/service:mss:mss5241:01:016/full/pct:50/0/default.jpg,"February, WEDNESDAY, 3. 1864
Newberne N.C. This morning, the ball opens at 
daylight. Fort Totten takes the lead, but after a 
few rounds, drawing no reply; all again becomes
quiet Prisoners are being brought in by squads & 
many are coming in & giving themselves up voluntarily. 
Go to the front, to see the prospect of the fight but 
I think the Rebs. have ""dug;"" News has just arrived 
that the Rebs. have taken & destroyed Newport Barracks & 
scattered the 9th reg't Vermont vols.
THURSDAY, 4.
Newberne N.C. this morning all is quiet, to all 
appearance the Rebs. have retreated Prisoners and 
Deserters are still being brought in. last night I had 
a good bed to sleep in the first I have had better than 
the floor, without even a blanket since I left Plymouth
last Sunday morn. the exposure I have had 
has brought on a return of the Fever & Ague, but the proper
medicine will soon bring me all right,
FRIDAY, 5.
Newberne N.C. this morning pleasant, all 
quiet Slept in a good bed in Foster hospital
Still no prospect of transportation the promise 
is always ""Tomorrow"" ""Tomorrow. "" in company 
with my guard Underhill & Snow visit the 
wreck of the Gunboat Underwriter, the more 
I think of this affair the worse I hate it,
Visit the Stanley Hospital & Cedar Grove Cemetery 
Evening it is rumoured the Rebs have again 
appeared. Ft. Totten is Shelling the woods. 

February, SATURDAY, 6. 1864.
Newberne N.C. This morning pleasant
all is quiet; I think we have all great 
reason to be thankful that the threatened 
storm; which found us all unprepared, to meet 
it has blown past, & has done us no great harm. 
The writer is still awaiting transportation to 
return to Plymouth. Visited Ft. Totten to day. 
it is a very strong work, at night quarter in Stanley 
Hospital. Write a letter ""Uxoris""
SUNDAY, 7.
Newberne N.C. This morning pleasant, all 
quiet at this place, but report says that 
the Rebs have returned to Newport 
N.C. to day attend preaching in the 
Presbyterian Church, at 4 Oclock P.M. 
take transportation for myself & 18 men 
on the Steamer Charleston for Roanoke 
Dis. 150 Ms. Eve. & night Pleasant. 
MONDAY, 8.
On Board the Steamer Charleston at 
Roanoke Island N.C. transfer my 
squad of 18 men to the Steamer Massassoit,
lying at the wharf, then go 
ashore to deliver my dispatches. at 8 
A.M. get under way for Plymouth 
day pleasant & voyage beautiful 
arrive at Plymouth at 4 P.M. all is 
quiet & lovely, glad to get back once more 
receive a letter from my wife,",Fort Totten; Newport Barracks; Massassoit; 9th Vermont Vols; Foster Hospital New Bern; Plymouth; Massassoit; Plymouth; Steamer Charleston; Cedar Grove Cemetery New Bern; Stanley Hospital New Bern
"""This Hell-upon-earth of a Prison"": Samuel J. Gibson's Andersonville Diary",Diary and a letter,"Samuel J. Gibson diary and correspondence, 1864., Diary, 1864",mss52410001,mss52410001-17,218832,completed,http://tile.loc.gov/image-services/iiif/service:mss:mss5241:01:017/full/pct:50/0/default.jpg,"February, TUESDAY, 9. 1864.
Plymouth N.C. This morning pleasant
all things remain nearly ""in
statu quo."" part of the 16th Ct. Vols are
encamped on the left of the 103rd
spend most of the day in washing 
& cleaning up after my nine days
absence. Evening Dress Parade, at night
a boat arrives bringing a small mail.
WEDNESDAY, 10.
Plymouth NC This morning pleasant,
no alarm last night There is nothing
new to Chronicle to day. the boat just
arrived from Newberne reports all quiet
there, the weather here is delightful,
& almost gives me the ""Spring Fever""
to day Henry Cambre. Co. K. 103rd P.V.
died of Chronic Diarhoea,
THURSDAY, 11.
Plymouth, N.C. This morning very
pleasant but quite cold. there is nothing 
new to record to day, every
thing is quiet & lovely, there is nothing
new from Newberne, there is
a large mail to day but I received
nothing but the Sat. Dol. Chronicle,
this is the day for Artillery practice on
the forts, the Flagship Miami also tries
the range of her guns.

February, FRIDAY, 12. 1864.
Plymouth, N.C. this morning cold
but pleasant, everything is quiet &
lovely to day, spend most of the
day reading Ancient History, there
is a good deal of dissatisfaction getting
among the ""veterans"" on account of not
getting home on furlough according to
agreement, Evening dress Parade,

SATURDAY, 13.
Plymouth N.C. This morning pleasant
there is nothing new to record to day,
everything is quiet in this department
I am tired of this dull monotonous
life. I long for something more exciting
& yet when I can help it I do not like
fighting; write a letter to Rachel, evening
a boat arrives bringing the mail. & the 2nd 
Mass. Arty.
SUNDAY, 14
Plymouth N. C. This morning quite pleasant,
by the last arrival we have but
little reliable news, everything is quiet
around Newberne, two companies 
of the 2nd Mass. heavy Artillery have
arrived to relieve the troops stationed in
the Forts around Plymouth, to day
I am detailed Corpl. of Camp Guard 3rd
relief, there is nothing worth recording
to day,

",Henry Cambre; USS Miami
"""This Hell-upon-earth of a Prison"": Samuel J. Gibson's Andersonville Diary",Diary and a letter,"Samuel J. Gibson diary and correspondence, 1864., Diary, 1864",mss52410001,mss52410001-18,218833,completed,http://tile.loc.gov/image-services/iiif/service:mss:mss5241:01:018/full/pct:50/0/default.jpg,"Februrary,  MONDAY, 15.  1864.
Plymouth N.C. This Morning I am
still on guard Corpl of third relief
the Countersign last night was ""Prague""
there is no alarm everything quiet &
lovely, weather still continues smoky
but pleasant. relieved at 9 Oclock AM.
P.M. commenced to rain & gets cold and
disagreeable, Glad I am not on duty.
TUESDAY, 16.
Plymouth N.C. This morning cold &
windy. day variable I have nothing
important to record. the companies
detatched from the Old Brigade
& doing duty in the Fts around Plymouth
are to day relieved by the 2nd Mass. Arty.
The Steamer Thos. Colyer arrived to day with
Gen. Peck, but his business is not yet known.
WEDNESDAY, 17.
Plymouth N.C. This day is pleasand
but cold & succeeds a very cold night.
It is just two years to day since
I left home fo. ""Dixie"" & the war
What I have seen & suffered since, I
then would have considered beyond
human endurance, There is nothing
new to day. Co. B. gets a requisition
for clothing filled to day. Evening
Dress. Parade

February,  THURSDAY, 18.  1864.
Plymouth N.C. This morning cold
& cloudy, to day I am detailed Corpl
of Provost Guard, the guard consists
a Sergt. two Corpls & 24 men, there are
9 prisoners of War, & 4 Fed Soldiers in
prison to day. 6 Rebs were sent to Newberne
on Board The Steamer Eagle, all is
quiet at night there is quite a fall of snow.
FRIDAY, 19.
Plymouth N.C. This morning there is
about 3 in. Snow on the ground, the first
snow that has been sen this winter
in this part of N.C. last night the Provost
Guard made a descent upon a house of
Ill fame, & arrested & four soldiers and
lodged them in Jail, relieved from guard
at 9 AM, day still continues cold.
SATURDAY, 20.
Plymouth, N.C. This morning succeeds a very
cold night, there is yet considerable
snow upon the ground. an unusual
sight in this section of country. there
was a small mail to day but little news.
I do not see much sign of getting away
from this place very soon, to day there
was a boat arrived loaded with Comissary
stores & provision.",Old Brigade; 2nd Massachusetts Artillery; General Peck; Steamer Eagle; Steamer Thos Colyer
"""This Hell-upon-earth of a Prison"": Samuel J. Gibson's Andersonville Diary",Diary and a letter,"Samuel J. Gibson diary and correspondence, 1864., Diary, 1864",mss52410001,mss52410001-19,218834,completed,http://tile.loc.gov/image-services/iiif/service:mss:mss5241:01:019/full/pct:50/0/default.jpg,"February,            SUNDAY, 21.            1864.
Plymouth, N.C. This morning more
pleasant; as usual the first thing in
order is Sunday Morning Inspection
then attend preaching there was
a full congregation, P.M. Write a letter
to Brother George. Evening ""Dress Parade
at night attend preaching. every thing
is quiet & lovely.
            MONDAY, 22.
Plymouth N.C. This day is the anniversary
of the birth of the Illustrious
""Father of his Country"" the Great Washington,
the day was properly celebrated. an
address was Delivered by Rev. Mr. Billingsly
Chaplain 101st P.V. also in the evening speeches
were made by Rev. Mr. Dickens Chap. 16th C. V. and
Rev. Mr. Morrow. Ch. Com. All quiet.
                     TUESDAY, 23.
Plymouth N.C. This morning all is quiet
the Gunboat Southfield came in this Morn
the first time she has been here since
the fuss at Newberne, There is nothing
new to record to day, I feel ill to day,
I fear th Ague & Fever is going to take
hold of me again, Evening have a
severe chill & afterward the fever,
Evening all quiet,
                   
     February,           WEDNESDAY, 24.          1864.
Plymouth N.C. This morning Pleasant, Reader.
I feel considerably ill this morning,
I have had a severe turn of Fever & Ague.
I would pity the Devil if he had the Fever
& Ague, not that I have any love for that
much talked of Enemy of Mankind, but I
hate to see anything suffering, this
evening the Steamer Eagle brought a large
Mail.
                   THURSDAY, 25.               
Plymouth N.C. This Morning Pleasant,
feel very ill to day, I am forced to do
to day what I very much dislike, that
is report myself upon the sick list, 
but, a soldier has to do many things he
does not like. Marked off duty, receive
a letter from My Wife & several from
the other corespondents.
                  FRIDAY, 26.
Plymouth N.C. This morning Pleasant,
rested tolerably well last night, but
still feel quite unwell, engaged all
day to day in making out the
muster rolls of Company B. 103rd P.V.
This morning there arrived another small
mail. there is a Mustering Officer here
to day Mustering in the Veteran Vols
of the 103rd P.V., All quiet,",Rev Dickens; Gunboat Southfield; Rev Billingsly; Rev Morrow
"""This Hell-upon-earth of a Prison"": Samuel J. Gibson's Andersonville Diary",Diary and a letter,"Samuel J. Gibson diary and correspondence, 1864., Diary, 1864",mss52410001,mss52410001-20,218835,completed,http://tile.loc.gov/image-services/iiif/service:mss:mss5241:01:020/full/pct:50/0/default.jpg,"February, Saturday, 27. 1864.
Plymouth N.C. This morning pleasant, 
last night I had a singular dream, but 
like Nebuchadnazer's I have nearly for 
gotten it. I have been engaged all day, 
in Making out the Muster rolls of Co-
""B,"" 103rd P.V. I am getting more & more 
tired of the service every day. Never settled 
but constantly changing. A man never knows himself.

Sunday, 28.
Plymouth N.C. This morning pleasant, this 
is Sunday but there is no sunday in the 
army, business must go on as usual. I 
am still engaged at Co. B's Muster rolls. I wish 
I had a painter that could paint thoughts and 
& feelings I would get mine painted; but I would 
not like to see the picture, for I know it would be any 
thing but pleasant, the 103rd as a regt. Go on Picket to day Connecticut

Monday, 29.
Plymouth N.C. There is no excitement to 
day except that this the regular Muster 
day ""for Pay"" the 16th C.V. were mustered early 
in the morning, the 103rd P.V. in the P.M. 
another month has passed, it seems to 
me but a dream, since I was at Newberne 
N.C. at that, time just a month ago; besieged 
by the enemy, I can now count the balance 
of my term of service by the months, not now 
quite 7 months, evening threatens rain

March, Tuesday, 1. 1864.
Plymouth N.C. this morning pleasant, 
all is quiet in this vicinity but the 
reports from Newberne are that the Rebs 
have again attacked that place but the 
report lacks confirmation, if they have at-
tacked Newberne again they must mean 
to do something, Evening Dress Parade as 
usual. Write a letter to N.M. Crawford of expedition.

Wednesday, 2.
On Board the Steamer Massassoit. at Anchor 
in Chowan River near Gatesville N.C. the Gunboat 
Bombshell with 1 Co. of N.C.U.Vols. on board has been 
cut off up the Chowan River by Rebel batteries on shore, 
the Gunboats Southfield & Whitehead are sent to her relief. 
Yester. eve the Southfield busted her rifled 100 pdr. Parrott. to 
day at noon the Boats again open & drive off the Rebs. and 
at 4P.M. the Bombshell comes out with flying colors. (return)

Thursday, 3. 
Plymouth N.C. This morning pleasant, last 
night about 10 P.M. the expedition returned from the 
Chowan river withe the lost Bombshell. the escape 
was a narrow one, but we did not lose a man 
and had only three men wounded & those by 
accident, this is thursday the day for Artillery 
Practice upon the forts and as I write the booming 
of cannon shakes the ground evening a dispatch 
brings news of another attack upon Newberne 
the 16th C.V. & the 101st P.V. ordered off at 9 P.M.",N C U Vols; New Bern; get mine painted; Dress parade; Massasoit; rifled 100 par Parrot; P V; balance of my term; the 103rd P V in the PM; and at 4; Crawford expedition; New Bern; New Bern; Dress parade; Massasoit; get mine painted; N C U Vols; rifled 100 par Parrot; P V; balance of my term; the 103rd P V in the PM; and at 4; Crawford expedition; Gatesville NC; N M Crawford; Nebuchadnezzar; today Connecticut; as a regt Go on Picket; C V; upon the forts; Nebuchadnezzar; Nebuchadnezzar; today Connecticut; as a regt Go on Picket; C V; upon the forts; Gunboat Southfield; Gunboat Whitehead; Chowan River; Gunboat Bombshell
"""This Hell-upon-earth of a Prison"": Samuel J. Gibson's Andersonville Diary",Diary and a letter,"Samuel J. Gibson diary and correspondence, 1864., Diary, 1864",mss52410001,mss52410001-21,218836,completed,http://tile.loc.gov/image-services/iiif/service:mss:mss5241:01:021/full/pct:50/0/default.jpg,"March, FRIDAY, 4. 1864.

Plymouth N.C. This morning pleasant
last night at 9 Oclock the 101st P.V. and
the 16th C.V. were ordered to pack up im-
mediately to leave. I suppose for Newberne
this throws all the duty for defence
of this place upon the 103rd P.V. & 85th N.Y.V
to day the 16th C.V. QM. followed the regiment.
Receive a letter from home & answer it forthwith.

SATURDAY, 5.
Plymouth N.C. This morning Detailed for 
Camp Guard, but change off for Picket, day 
variable; Thunder showers. but otherwise pleas-
ant weather; have command on the Lee's Mill
road Johnston post. No. of men 5, orders are
very strict to hold no communication with
any one beyond the lines. reports of Rebel spies
around. Countersign ""Snow Hill."" all quiet.

SUNDAY, 6.
On Picket. this morning Lees Mill road.
Night was very dark, wet & disagreeable
orders very strict. no fire allowed & we suffered 
a good deal with cold. no alarm
& no signs of an enemy. relieved at 10 A.M.
return to camp. miss both Sunday Inspection 
& monthly inspection & I am not sorry.
Evening ""Dress Parade"" & at night attend
Preaching. ""It may cost something to serve
God; It will cost more not to serve him.""

March, MONDAY, 7. 1864.
Plymouth N.C. This morning pleasant.
It is just 1 year ago to day since the 101st & 103rd
P.V. were ordered to make a raid through
Hyde Co. N.C. and Such a raid. I never want
to see another such. to day all is quiet & 
lovely. there is no new order. no news 
from the troops that left this place lately.
Evening ""Dress Parade"" as usual.

TUESDAY, 8.
Plymouth N.C. This morning rainy
& disagreeable, but soon clears up, a fine
day. a 9 A.M., there comes a detail for
about 50 men 2 sergts & 4 Corpls from the 103rd
& about the same No from the 85th N.Y. we go
to Edenton, N.C. under escort of the Gunboat Whitehead
land without opposition & find the town full of
Rebs, who skedaddle, Evening return to Plymouth,
No loss & no gain.

WEDNESDAY, 9.
Plymouth, N.C. This morning pleasant,
there is nothing new to record to day.
by the arrival last night there is a report
that the enemy are advancing on Norfolk
Va, with a heavy force variously estimated
at from 5000 to 30000 men & from 30 to 40 pieces
of Arty. from what I heard at Edenton
yesterday I believe there is some truth in
this report. ""Eve. Dress Parade."" All quiet, another
expedition",Lee's Mill Road; Snow Hill; 16th Connecticut Vols; 85th New York Vols; Gunboat Whitehead; 103rd Penna Vols; Edenton NC; Hyde County NC raid 1863
"""This Hell-upon-earth of a Prison"": Samuel J. Gibson's Andersonville Diary",Diary and a letter,"Samuel J. Gibson diary and correspondence, 1864., Diary, 1864",mss52410001,mss52410001-22,218837,completed,http://tile.loc.gov/image-services/iiif/service:mss:mss5241:01:022/full/pct:50/0/default.jpg,"March, THURSDAY 10. 1864
Plymouth. N.C. this morning rainy
and very disagreeable keep within my
quarters all. thank fortune I am not
on picket to day. but I know well how, 
to Sympathize with those who are; Well
boys you have my sympathy. & when it is
my turn I will take the weather as it comes
Write let. to sergt W. B. Cowan.
FRIDAY, 11
Plymouth N.C. this morning still rainy
spent most of the day solving a question for
the ""Ingenious"" Quest. How many acres in a square
field enclosed by a row of shillings (1 inch in dia.)
on all four sides, that shall have an acre enclosed
for every farthing or 48 [shillings for] acres for
every shilling in the row, Ans. 19.008 Ms,
on every side. or 231,234,600,960 Acres. Big field that.
SATURDAY, 12
Plymouth, N.C. this morning pleasant,
all is quiet as usual. by the
arrival of the mail to day I receive
two letters from my wife & one from
Brother George. Write forthwith in answer
to my wifes let. Eve .I am detailed for 
a night expedition on the Massasoit up
the Chowan Rover, land near ""Cola Rain"",
& take on a large lot of Cotton & tobacco,
 no interruption, landed about midnight.

March,   SUNDAY, 13. 1864.
On board the U. S. Steame Massasoit,
started from a point on the Chowan River
near Cola Rain, N.C. about 4 O'clock A.M. enter 
the Roanoke River about daylight. And
arrive at Plymouth about 7 A.M. feel as
if I had ""been out"" last night, attended
preaching, Subject ""Quench not the Spirit,""
evening have a relapse of the ""Fever & Ague.""

MONDAY, 14.
Plymouth N.C. this morning pleasant, 
I feel considerably the worse for the wear,
There is nothing new to record to day, this
morning there were 7 or 8 Rebel Soldiers
brought in as prisoners of war from Burtie
Co. N. C. this day two years ago the U.S. forces
captured Newberne N.C. & this day one year ago
the Rebs. tried to take it back but failed.
TUESDAY, 15.
Plymouth N.C. This morning pleasant,
 there is nothing new to record
to day, the Gen. Comdr. at this post is said
to have made his last visit to Edenton N.C.
 before going north, from the signs of the 
times I think there will soon be a change
in the status of affairs at this place.
to day Co. B. draw new clothes from the U.S.
Gov. evening have another shake of
the Ague & Fever.",Sgt W B Cowan; Bertie County NC; Edenton NC; Colerain NC
